Access_to_Resources,Previous_Scores,Hours_Studied,Parental_Involvement,Attendance,Exam_Score
2,-1.3205532216070817,-0.6608288794514952,2,0.17287454843323938,79
2,-0.5581224011448355,0.3386421510706971,1,-0.0001865613688577924,65
2,-1.1126175432991965,-0.8274073845385272,3,-1.3846754397856353,59
2,0.13499652654811573,2.0044272019410174,2,0.5189967680374338,71
2,-1.2512413288377866,0.6717991612447612,3,-0.25977822607200357,84
1,-0.6274342939141305,-0.16109336419039905,2,-0.3463087809730522,66
3,1.0360511325489523,1.6712701917669535,3,1.730424536652114,74
1,-0.07293915175976963,0.5052206561577292,1,0.34593565823533656,66
2,0.897427347010362,-1.3271428997996233,2,-0.6924310005772465,65
2,1.6598581674726083,2.1710057070280495,1,0.7785884327405795,75
3,-0.8353699722220159,-0.16109336419039905,3,-0.8654921103793437,64
3,0.27362031208670595,-0.4942503743644631,2,-1.2981448848845867,62
3,0.9667392397796571,1.5046916866799214,3,1.730424536652114,76
1,-0.280874830067655,0.5052206561577292,2,0.9516495425426768,70
3,-1.459177007145672,0.8383776663317932,2,0.17287454843323938,67
3,-1.528488899914967,-1.3271428997996233,1,-0.8654921103793437,60
1,1.5905462747033132,0.5052206561577292,2,0.9516495425426768,70
2,-0.21156293729835987,1.6712701917669535,3,0.34593565823533656,73
1,-0.14225104452906476,-0.4942503743644631,2,1.4708328719489683,69
2,-0.14225104452906476,-0.9939858896255593,2,0.0863439935321908,63
2,0.8281154542410669,1.1715346765058574,2,0.17287454843323938,69
2,-0.6274342939141305,-1.4937214048866554,2,-1.3846754397856353,61
2,0.897427347010362,-1.8268784150607196,2,-1.2981448848845867,61
3,-0.21156293729835987,-0.3276718692774311,2,-0.6059004456761979,63
3,-1.6671126854535574,0.8383776663317932,2,1.5573634268500167,72
2,1.521234381934018,0.8383776663317932,3,1.6438939817510654,75
1,-1.0433056505299012,2.1710057070280495,2,-0.7789615554782952,67
3,1.2439868108568375,0.17206364598366505,2,0.6920578778395309,72
3,-1.0433056505299012,-0.8274073845385272,2,-1.211614329983538,63
2,1.6598581674726083,0.17206364598366505,2,0.7785884327405795,69
3,1.1746749180875424,-0.3276718692774311,2,1.3843023170479196,71
2,1.1746749180875424,-0.6608288794514952,1,0.25940510333428796,98
3,0.7588035614717717,-0.8274073845385272,2,1.3843023170479196,71
3,-1.528488899914967,0.3386421510706971,3,-1.4712059946866838,66
3,-0.6274342939141305,0.17206364598366505,2,0.17287454843323938,69
2,0.0656846337788206,-0.3276718692774311,2,1.1247106523447739,96
1,0.6201797759331815,0.17206364598366505,1,-0.8654921103793437,65
2,0.27362031208670595,-0.4942503743644631,2,1.0381800974437252,70
2,0.4122440976252962,1.6712701917669535,3,-1.3846754397856353,68
1,-1.1819294360684915,-0.16109336419039905,3,1.297771762146871,69
2,-0.14225104452906476,-1.1605643947125914,2,-1.4712059946866838,61
2,1.5905462747033132,0.17206364598366505,2,0.34593565823533656,70
1,-0.5581224011448355,0.5052206561577292,2,0.25940510333428796,66
2,0.5508678831638865,-0.4942503743644631,2,-1.211614329983538,65
3,0.6894916687024767,0.8383776663317932,3,1.2112412072458225,74
2,0.6894916687024767,0.8383776663317932,2,-0.8654921103793437,66
2,1.1746749180875424,1.3381131815928895,3,-1.644267104488781,68
2,-1.6671126854535574,-2.1600354252347835,2,-0.8654921103793437,59
3,0.4122440976252962,1.1715346765058574,2,1.297771762146871,72
1,-1.1819294360684915,0.17206364598366505,3,0.6920578778395309,70
3,0.9667392397796571,-0.3276718692774311,2,-1.5577365495877324,66
2,0.20430841931741084,0.6717991612447612,3,-0.5193698907751493,70
2,0.20430841931741084,1.1715346765058574,2,0.6055273229384823,71
2,0.0656846337788206,-0.16109336419039905,2,-0.5193698907751493,66
3,0.13499652654811573,-1.3271428997996233,2,-1.1250837750824894,64
3,-1.6671126854535574,1.1715346765058574,2,-1.4712059946866838,64
1,1.1746749180875424,0.005485140896633007,1,-1.644267104488781,61
2,-1.0433056505299012,-1.9934569201477517,1,1.5573634268500167,67
2,-0.003627258990474519,0.3386421510706971,1,-0.08671711626990639,65
2,-1.5978007926842621,1.5046916866799214,2,0.0863439935321908,69
2,-0.9739937577606061,0.3386421510706971,2,0.17287454843323938,65
2,1.1053630253182474,-0.9939858896255593,1,-0.9520226652803923,63
3,0.9667392397796571,-0.6608288794514952,1,0.5189967680374338,68
2,0.4122440976252962,-0.3276718692774311,3,0.8651189876416281,69
3,-1.459177007145672,-1.3271428997996233,2,-0.43283933587410073,62
3,1.0360511325489523,-0.9939858896255593,3,-1.3846754397856353,63
3,-1.2512413288377866,-0.16109336419039905,2,0.6920578778395309,66
2,-0.21156293729835987,0.8383776663317932,1,1.3843023170479196,69
2,1.1053630253182474,-1.4937214048866554,2,1.4708328719489683,69
3,-1.528488899914967,-0.16109336419039905,2,1.297771762146871,70
2,1.1053630253182474,-1.3271428997996233,1,0.17287454843323938,66
3,-0.9046818649913111,0.005485140896633007,2,1.4708328719489683,69
1,1.521234381934018,1.6712701917669535,1,-1.5577365495877324,66
3,-0.9739937577606061,-0.4942503743644631,3,0.17287454843323938,69
2,0.897427347010362,0.8383776663317932,2,-0.0001865613688577924,67
3,-0.14225104452906476,-0.8274073845385272,2,1.6438939817510654,72
2,-0.41949861560624524,-0.4942503743644631,3,-1.644267104488781,64
3,0.897427347010362,-1.3271428997996233,3,0.43246621313638517,67
3,1.7291700602419033,0.005485140896633007,2,-1.2981448848845867,67
2,1.1053630253182474,-0.4942503743644631,2,0.6055273229384823,70
1,-1.0433056505299012,-0.3276718692774311,2,0.6055273229384823,68
1,0.7588035614717717,-2.4931924354088477,3,0.6055273229384823,66
2,1.1746749180875424,1.3381131815928895,3,-0.6924310005772465,68
3,-1.2512413288377866,0.17206364598366505,3,0.5189967680374338,68
2,0.0656846337788206,1.0049561714188253,3,-0.7789615554782952,69
2,1.3826105963954278,0.6717991612447612,3,-1.038553220181441,67
2,0.34293220485600107,0.005485140896633007,2,1.5573634268500167,70
1,-0.3501867228369501,-1.1605643947125914,2,-1.1250837750824894,60
2,0.27362031208670595,0.17206364598366505,2,-0.0001865613688577924,69
2,0.7588035614717717,0.8383776663317932,3,0.6055273229384823,72
2,1.1746749180875424,0.005485140896633007,3,-0.6059004456761979,69
1,1.1053630253182474,-0.8274073845385272,2,0.25940510333428796,64
2,0.34293220485600107,1.1715346765058574,2,-0.8654921103793437,66
2,0.20430841931741084,-0.6608288794514952,3,0.5189967680374338,68
2,-1.459177007145672,-0.16109336419039905,1,0.6055273229384823,66
2,0.5508678831638865,0.17206364598366505,2,-1.1250837750824894,65
1,1.1746749180875424,1.8378486968539856,2,-1.1250837750824894,66
2,-0.9046818649913111,0.17206364598366505,1,0.8651189876416281,67
3,-0.8353699722220159,0.005485140896633007,1,-0.7789615554782952,65
3,-0.14225104452906476,-1.6602999099736875,2,1.2112412072458225,66
2,-0.6274342939141305,0.5052206561577292,2,-0.3463087809730522,67
1,-0.280874830067655,1.0049561714188253,1,-0.25977822607200357,66
3,-0.3501867228369501,0.6717991612447612,2,1.1247106523447739,71
1,1.1053630253182474,-0.6608288794514952,2,0.9516495425426768,66
3,1.0360511325489523,1.3381131815928895,1,1.1247106523447739,71
2,-1.0433056505299012,1.3381131815928895,2,-1.1250837750824894,65
2,-0.41949861560624524,-0.16109336419039905,3,0.17287454843323938,68
3,-1.6671126854535574,-0.9939858896255593,3,1.5573634268500167,67
1,1.1746749180875424,1.0049561714188253,2,0.7785884327405795,72
3,-0.21156293729835987,-0.16109336419039905,2,-1.7307976593898295,65
2,-0.8353699722220159,0.8383776663317932,1,-0.9520226652803923,65
2,0.9667392397796571,0.8383776663317932,1,-1.2981448848845867,66
1,-1.1126175432991965,1.1715346765058574,3,1.1247106523447739,70
2,-0.3501867228369501,-1.8268784150607196,3,-0.8654921103793437,63
2,1.2439868108568375,-0.4942503743644631,2,1.3843023170479196,69
2,-1.3205532216070817,0.005485140896633007,2,1.4708328719489683,68
2,-0.5581224011448355,1.0049561714188253,1,-1.2981448848845867,65
2,-1.2512413288377866,-0.3276718692774311,3,-0.25977822607200357,66
3,-0.003627258990474519,1.6712701917669535,3,1.730424536652114,75
3,1.6598581674726083,-0.8274073845385272,1,-0.5193698907751493,63
3,-1.0433056505299012,0.3386421510706971,2,-1.644267104488781,63
1,-0.6274342939141305,-1.8268784150607196,3,1.1247106523447739,64
3,-1.389865114376377,-0.4942503743644631,3,-1.2981448848845867,64
2,1.7291700602419033,-1.4937214048866554,3,-0.9520226652803923,64
2,0.897427347010362,0.005485140896633007,2,-0.7789615554782952,65
2,0.0656846337788206,1.0049561714188253,2,-0.6924310005772465,68
3,-0.9046818649913111,1.0049561714188253,1,0.34593565823533656,70
3,1.1053630253182474,-0.3276718692774311,2,-1.2981448848845867,66
2,1.4519224891647229,-1.6602999099736875,1,-1.038553220181441,61
3,-0.14225104452906476,1.1715346765058574,3,-0.6059004456761979,73
3,-1.528488899914967,0.3386421510706971,1,0.25940510333428796,65
1,-1.1819294360684915,-2.1600354252347835,2,1.5573634268500167,65
3,1.4519224891647229,-0.6608288794514952,1,-1.2981448848845867,62
2,-1.1126175432991965,0.005485140896633007,1,-0.08671711626990639,64
2,-0.41949861560624524,2.0044272019410174,3,-1.644267104488781,68
2,0.20430841931741084,-0.4942503743644631,1,0.34593565823533656,65
1,-1.2512413288377866,0.5052206561577292,2,0.25940510333428796,67
3,-0.003627258990474519,-0.8274073845385272,1,-1.211614329983538,62
2,1.2439868108568375,-0.8274073845385272,2,-1.3846754397856353,61
3,-0.3501867228369501,1.8378486968539856,1,0.25940510333428796,71
2,-0.9046818649913111,-0.3276718692774311,3,-1.1250837750824894,63
2,-0.003627258990474519,-0.6608288794514952,1,0.34593565823533656,65
3,0.4122440976252962,0.5052206561577292,1,-0.17324767117095496,66
3,-1.389865114376377,-0.3276718692774311,3,-1.4712059946866838,66
1,-0.8353699722220159,0.6717991612447612,1,-0.5193698907751493,65
2,1.4519224891647229,-0.6608288794514952,1,-0.17324767117095496,66
3,0.7588035614717717,-0.6608288794514952,1,0.43246621313638517,68
2,1.1746749180875424,2.5041627172021137,1,0.34593565823533656,74
2,0.7588035614717717,1.0049561714188253,2,-0.5193698907751493,69
3,0.6894916687024767,-0.6608288794514952,3,-0.9520226652803923,66
1,-0.3501867228369501,0.17206364598366505,1,1.5573634268500167,68
2,-0.9739937577606061,-0.8274073845385272,2,1.1247106523447739,67
3,-1.1819294360684915,-0.6608288794514952,2,-0.6924310005772465,62
1,0.8281154542410669,-2.4931924354088477,2,1.4708328719489683,64
1,0.20430841931741084,0.17206364598366505,3,-1.3846754397856353,64
3,0.20430841931741084,0.5052206561577292,3,-0.6059004456761979,67
3,-0.9046818649913111,-0.3276718692774311,3,0.9516495425426768,71
2,1.0360511325489523,-0.16109336419039905,1,0.34593565823533656,67
2,-0.07293915175976963,-0.16109336419039905,2,0.6055273229384823,69
3,0.897427347010362,1.3381131815928895,3,-0.0001865613688577924,72
1,-1.2512413288377866,-1.4937214048866554,3,0.43246621313638517,65
2,0.897427347010362,0.3386421510706971,2,1.4708328719489683,72
2,-0.21156293729835987,0.3386421510706971,1,0.5189967680374338,68
3,-1.0433056505299012,-1.1605643947125914,3,-0.08671711626990639,66
2,-1.1126175432991965,-0.9939858896255593,2,0.7785884327405795,67
2,-0.280874830067655,1.0049561714188253,2,0.0863439935321908,67
2,-0.280874830067655,-0.8274073845385272,2,0.7785884327405795,68
2,1.3826105963954278,1.1715346765058574,2,-1.038553220181441,67
1,-1.0433056505299012,-0.9939858896255593,2,-0.08671711626990639,64
1,0.5508678831638865,0.17206364598366505,2,1.1247106523447739,67
2,-0.07293915175976963,-0.4942503743644631,2,0.43246621313638517,67
1,1.7291700602419033,-0.16109336419039905,1,1.6438939817510654,69
3,0.6201797759331815,0.5052206561577292,1,0.6920578778395309,71
3,-1.2512413288377866,-1.1605643947125914,2,-1.3846754397856353,58
2,0.34293220485600107,0.17206364598366505,1,0.6920578778395309,67
3,-0.7660580794527208,0.6717991612447612,1,1.0381800974437252,72
3,0.4815559903945913,0.005485140896633007,2,1.0381800974437252,72
2,-0.14225104452906476,0.005485140896633007,3,0.25940510333428796,68
2,-0.6274342939141305,0.17206364598366505,1,0.6055273229384823,65
1,-0.6274342939141305,0.3386421510706971,2,-0.43283933587410073,80
3,0.20430841931741084,-0.4942503743644631,2,0.0863439935321908,67
2,1.7291700602419033,-0.3276718692774311,1,0.25940510333428796,66
3,0.4815559903945913,0.005485140896633007,2,-1.038553220181441,67
2,0.0656846337788206,-1.4937214048866554,3,0.34593565823533656,67
3,-1.1819294360684915,-1.8268784150607196,3,1.5573634268500167,69
2,1.3132987036261328,-0.8274073845385272,3,-0.43283933587410073,62
2,-0.6274342939141305,1.0049561714188253,3,0.7785884327405795,70
3,1.2439868108568375,0.8383776663317932,2,-1.2981448848845867,66
2,-1.2512413288377866,1.6712701917669535,2,1.6438939817510654,73
1,-1.7364245782228525,-0.3276718692774311,1,1.297771762146871,66
2,1.3132987036261328,1.0049561714188253,2,1.6438939817510654,74
1,-0.6274342939141305,1.0049561714188253,3,-0.08671711626990639,67
2,0.4815559903945913,1.8378486968539856,2,0.9516495425426768,74
3,-0.3501867228369501,-0.4942503743644631,2,1.5573634268500167,70
3,1.6598581674726083,-0.8274073845385272,2,0.5189967680374338,70
1,-1.2512413288377866,0.6717991612447612,2,-1.4712059946866838,64
3,1.1053630253182474,-0.16109336419039905,1,1.297771762146871,72
2,-0.6967461866834257,-1.6602999099736875,2,-1.1250837750824894,61
3,0.20430841931741084,-0.4942503743644631,3,-0.6059004456761979,66
2,-1.6671126854535574,0.5052206561577292,2,-1.5577365495877324,65
3,0.0656846337788206,1.0049561714188253,3,1.730424536652114,76
2,0.6201797759331815,2.5041627172021137,3,-1.2981448848845867,70
1,-0.8353699722220159,0.6717991612447612,2,0.0863439935321908,66
2,-0.14225104452906476,3.170476737550242,2,1.0381800974437252,75
3,0.4815559903945913,1.1715346765058574,1,0.9516495425426768,69
2,0.4122440976252962,-0.3276718692774311,3,-0.8654921103793437,63
3,-0.8353699722220159,-0.6608288794514952,3,1.297771762146871,68
1,-0.6274342939141305,-0.16109336419039905,2,-0.3463087809730522,65
3,0.4122440976252962,-0.3276718692774311,1,0.9516495425426768,71
1,0.6894916687024767,-1.9934569201477517,3,0.25940510333428796,63
2,-0.280874830067655,-0.9939858896255593,1,-1.644267104488781,59
3,0.6894916687024767,-0.16109336419039905,3,0.8651189876416281,72
1,0.897427347010362,0.5052206561577292,3,-1.1250837750824894,66
1,-0.07293915175976963,-1.3271428997996233,3,-1.3846754397856353,61
2,-0.07293915175976963,-0.6608288794514952,2,-0.6059004456761979,64
3,1.1053630253182474,-0.16109336419039905,2,-1.2981448848845867,67
2,-1.3205532216070817,-1.4937214048866554,3,0.6920578778395309,66
2,1.0360511325489523,-0.6608288794514952,2,-0.3463087809730522,65
1,0.6894916687024767,0.5052206561577292,2,-0.3463087809730522,66
3,0.20430841931741084,-0.8274073845385272,2,-0.25977822607200357,65
1,-0.5581224011448355,1.8378486968539856,2,1.3843023170479196,73
2,-1.2512413288377866,-0.6608288794514952,1,0.25940510333428796,63
2,1.2439868108568375,-0.4942503743644631,2,1.3843023170479196,70
2,-0.41949861560624524,-0.3276718692774311,1,1.1247106523447739,67
2,-0.5581224011448355,0.6717991612447612,2,-0.3463087809730522,68
2,-1.1819294360684915,0.005485140896633007,2,0.43246621313638517,65
3,-0.14225104452906476,-1.1605643947125914,1,0.43246621313638517,68
2,-0.6274342939141305,0.6717991612447612,3,1.297771762146871,71
3,1.5905462747033132,-0.3276718692774311,1,0.34593565823533656,69
3,-0.9046818649913111,1.0049561714188253,1,-1.3846754397856353,64
3,-0.6274342939141305,-0.4942503743644631,2,-1.2981448848845867,65
2,0.9667392397796571,0.005485140896633007,2,-1.038553220181441,65
2,-1.528488899914967,-1.1605643947125914,3,0.6920578778395309,66
2,0.5508678831638865,-0.9939858896255593,2,0.17287454843323938,64
1,0.4815559903945913,0.8383776663317932,1,0.7785884327405795,71
1,-0.41949861560624524,1.0049561714188253,2,-0.25977822607200357,66
2,1.6598581674726083,-1.8268784150607196,2,0.0863439935321908,64
2,1.6598581674726083,-0.8274073845385272,1,1.297771762146871,68
3,-1.3205532216070817,0.005485140896633007,3,0.0863439935321908,67
1,-0.003627258990474519,-0.8274073845385272,3,-0.9520226652803923,63
3,-0.9739937577606061,0.6717991612447612,2,0.7785884327405795,72
3,-0.6967461866834257,0.3386421510706971,3,1.0381800974437252,71
2,-0.280874830067655,0.6717991612447612,2,-1.038553220181441,66
3,1.3132987036261328,0.17206364598366505,3,1.2112412072458225,73
2,0.8281154542410669,-1.9934569201477517,3,-0.25977822607200357,63
2,-0.21156293729835987,-0.3276718692774311,2,-0.7789615554782952,66
2,-1.1126175432991965,0.5052206561577292,2,-0.9520226652803923,67
3,-1.6671126854535574,-1.1605643947125914,2,1.1247106523447739,67
2,-0.280874830067655,-1.3271428997996233,1,1.0381800974437252,64
2,1.3826105963954278,-0.16109336419039905,2,-0.8654921103793437,66
2,1.6598581674726083,-1.6602999099736875,2,-0.5193698907751493,66
1,1.3826105963954278,0.5052206561577292,2,-1.3846754397856353,63
3,-0.9739937577606061,0.5052206561577292,2,0.34593565823533656,70
3,-0.7660580794527208,0.3386421510706971,2,-0.5193698907751493,68
2,1.5905462747033132,0.6717991612447612,2,-1.038553220181441,68
3,-0.9739937577606061,-0.8274073845385272,3,1.5573634268500167,71
2,1.3132987036261328,0.5052206561577292,2,1.297771762146871,73
1,-0.48881050837554035,-1.6602999099736875,2,-0.3463087809730522,63
2,0.4122440976252962,0.005485140896633007,2,-1.7307976593898295,65
2,0.34293220485600107,0.005485140896633007,2,-1.7307976593898295,63
2,1.6598581674726083,-1.3271428997996233,2,-0.08671711626990639,64
1,-0.9046818649913111,-0.4942503743644631,1,-1.1250837750824894,60
2,-0.07293915175976963,-0.6608288794514952,3,-0.08671711626990639,68
2,-1.389865114376377,0.6717991612447612,2,1.5573634268500167,71
2,-0.21156293729835987,0.5052206561577292,1,-0.0001865613688577924,65
2,-1.459177007145672,-0.6608288794514952,3,0.7785884327405795,68
2,-0.6967461866834257,-0.8274073845385272,1,-1.1250837750824894,63
1,-0.3501867228369501,-1.1605643947125914,2,-0.9520226652803923,61
2,0.27362031208670595,0.3386421510706971,2,0.43246621313638517,68
1,-0.07293915175976963,0.005485140896633007,2,-0.08671711626990639,64
2,-0.14225104452906476,0.5052206561577292,1,0.9516495425426768,68
3,-0.280874830067655,-1.9934569201477517,3,1.730424536652114,70
2,-1.2512413288377866,0.5052206561577292,3,1.1247106523447739,72
2,0.8281154542410669,-1.1605643947125914,2,-0.8654921103793437,62
2,-0.6274342939141305,-0.3276718692774311,2,-1.4712059946866838,62
2,-0.41949861560624524,1.1715346765058574,2,1.6438939817510654,73
2,-1.389865114376377,-0.16109336419039905,2,-1.1250837750824894,63
2,-0.6274342939141305,-1.6602999099736875,2,1.4708328719489683,67
2,-1.459177007145672,-1.3271428997996233,2,-0.7789615554782952,61
2,0.7588035614717717,-2.65977094049588,2,0.9516495425426768,64
2,-1.3205532216070817,0.17206364598366505,2,1.0381800974437252,67
2,-0.48881050837554035,0.3386421510706971,3,1.4708328719489683,75
2,1.521234381934018,0.3386421510706971,2,1.5573634268500167,72
3,-1.1819294360684915,0.5052206561577292,3,0.7785884327405795,73
3,-0.48881050837554035,0.8383776663317932,3,0.43246621313638517,71
3,1.7291700602419033,0.5052206561577292,2,1.2112412072458225,73
2,-1.3205532216070817,1.5046916866799214,3,0.34593565823533656,72
2,-0.6274342939141305,-1.9934569201477517,2,-1.3846754397856353,60
2,-0.07293915175976963,0.005485140896633007,3,-0.08671711626990639,67
2,1.6598581674726083,0.8383776663317932,2,0.17287454843323938,71
3,1.3132987036261328,-0.4942503743644631,3,0.6920578778395309,71
2,0.9667392397796571,0.5052206561577292,3,0.9516495425426768,73
2,0.0656846337788206,0.005485140896633007,1,-0.43283933587410073,66
2,-0.8353699722220159,-0.8274073845385272,2,-0.17324767117095496,64
2,-1.2512413288377866,0.8383776663317932,2,-0.0001865613688577924,68
3,-1.7364245782228525,0.5052206561577292,3,1.6438939817510654,71
2,1.1746749180875424,-0.16109336419039905,3,-1.1250837750824894,68
3,-0.9046818649913111,0.8383776663317932,2,-0.6924310005772465,67
3,1.1746749180875424,1.0049561714188253,1,1.2112412072458225,72
3,-0.280874830067655,-1.3271428997996233,3,1.6438939817510654,70
3,0.6894916687024767,-0.3276718692774311,3,1.297771762146871,73
3,-1.3205532216070817,-0.16109336419039905,2,1.1247106523447739,69
2,-0.9739937577606061,0.005485140896633007,3,0.43246621313638517,70
1,-0.07293915175976963,0.17206364598366505,2,-1.5577365495877324,62
1,-0.48881050837554035,0.005485140896633007,2,1.6438939817510654,69
3,-1.3205532216070817,0.8383776663317932,2,-0.25977822607200357,69
3,-0.6967461866834257,-0.9939858896255593,3,-1.5577365495877324,61
2,-1.389865114376377,-0.16109336419039905,2,0.7785884327405795,67
2,-0.003627258990474519,-0.3276718692774311,2,0.17287454843323938,66
2,-1.389865114376377,1.1715346765058574,2,-1.4712059946866838,65
1,-0.9046818649913111,1.3381131815928895,2,-0.5193698907751493,65
3,-1.7364245782228525,0.17206364598366505,3,-1.038553220181441,67
2,-0.07293915175976963,0.6717991612447612,2,-1.038553220181441,65
2,-0.14225104452906476,0.005485140896633007,2,-1.7307976593898295,65
2,-1.5978007926842621,-0.8274073845385272,3,1.2112412072458225,67
3,-0.8353699722220159,-1.3271428997996233,2,-1.5577365495877324,62
2,-0.6274342939141305,-1.1605643947125914,3,0.6920578778395309,67
1,1.5905462747033132,0.5052206561577292,1,-1.1250837750824894,64
2,0.897427347010362,1.3381131815928895,2,-1.4712059946866838,67
1,0.0656846337788206,-1.4937214048866554,2,0.7785884327405795,66
2,0.6894916687024767,0.005485140896633007,1,-1.5577365495877324,65
3,-0.003627258990474519,-0.4942503743644631,1,-1.644267104488781,62
3,-0.14225104452906476,0.8383776663317932,2,0.9516495425426768,72
2,-0.3501867228369501,0.8383776663317932,3,-1.211614329983538,66
2,-1.528488899914967,0.8383776663317932,2,1.1247106523447739,70
2,1.521234381934018,0.17206364598366505,2,0.25940510333428796,70
2,-0.7660580794527208,-1.6602999099736875,2,0.43246621313638517,64
2,1.3132987036261328,-2.1600354252347835,2,-0.6924310005772465,66
3,0.9667392397796571,0.005485140896633007,2,1.2112412072458225,70
1,0.4815559903945913,-0.3276718692774311,3,1.5573634268500167,71
2,0.6894916687024767,-0.4942503743644631,3,-0.6059004456761979,66
2,-0.9739937577606061,-0.8274073845385272,2,0.43246621313638517,65
2,1.0360511325489523,-1.1605643947125914,1,-1.1250837750824894,61
3,0.5508678831638865,0.6717991612447612,2,-1.5577365495877324,64
3,0.8281154542410669,0.5052206561577292,3,0.8651189876416281,72
3,-0.9739937577606061,1.6712701917669535,2,-1.211614329983538,66
3,-1.528488899914967,0.17206364598366505,2,1.3843023170479196,70
3,0.13499652654811573,-0.9939858896255593,3,-0.7789615554782952,64
1,1.2439868108568375,0.5052206561577292,2,0.6055273229384823,72
1,0.9667392397796571,-2.4931924354088477,3,-0.6059004456761979,62
1,0.0656846337788206,-0.9939858896255593,2,1.3843023170479196,66
2,1.3826105963954278,1.5046916866799214,1,0.8651189876416281,71
2,-0.3501867228369501,-1.1605643947125914,1,1.4708328719489683,67
3,-1.389865114376377,2.0044272019410174,2,0.6055273229384823,71
3,-1.0433056505299012,-1.1605643947125914,1,-1.038553220181441,61
2,-0.9046818649913111,-0.8274073845385272,3,-0.08671711626990639,65
1,-1.3205532216070817,0.3386421510706971,2,-0.5193698907751493,66
1,0.897427347010362,-0.3276718692774311,2,-1.2981448848845867,62
3,-0.21156293729835987,0.17206364598366505,3,-0.8654921103793437,67
2,-0.41949861560624524,2.1710057070280495,2,0.5189967680374338,70
2,-0.5581224011448355,0.3386421510706971,1,-0.6059004456761979,65
3,0.20430841931741084,0.3386421510706971,1,-0.6924310005772465,65
2,-0.41949861560624524,1.0049561714188253,2,-1.5577365495877324,66
3,-0.3501867228369501,-0.9939858896255593,2,0.34593565823533656,69
2,-0.07293915175976963,-0.16109336419039905,2,-0.17324767117095496,66
1,-1.7364245782228525,1.6712701917669535,1,1.5573634268500167,70
2,-1.0433056505299012,0.8383776663317932,2,1.1247106523447739,70
2,0.0656846337788206,-0.3276718692774311,3,-1.5577365495877324,63
3,-0.48881050837554035,-0.16109336419039905,2,-1.2981448848845867,63
2,0.4122440976252962,0.5052206561577292,3,-0.3463087809730522,69
2,0.897427347010362,1.6712701917669535,1,1.2112412072458225,72
2,1.5905462747033132,1.1715346765058574,3,-1.4712059946866838,67
2,-1.1819294360684915,0.8383776663317932,3,-0.6924310005772465,66
3,1.1053630253182474,3.170476737550242,3,1.4708328719489683,79
3,-0.41949861560624524,-0.4942503743644631,1,-1.3846754397856353,62
3,1.6598581674726083,-0.16109336419039905,3,1.2112412072458225,70
3,-1.0433056505299012,1.3381131815928895,2,1.2112412072458225,71
1,-0.6967461866834257,-0.16109336419039905,2,-0.5193698907751493,64
3,-0.280874830067655,1.1715346765058574,2,-0.5193698907751493,69
2,0.6894916687024767,-0.6608288794514952,2,1.5573634268500167,69
3,-0.07293915175976963,1.5046916866799214,2,-1.3846754397856353,69
1,-0.41949861560624524,0.17206364598366505,3,0.6920578778395309,71
2,-1.1126175432991965,-0.3276718692774311,1,-0.9520226652803923,60
1,-0.14225104452906476,-0.8274073845385272,3,-1.038553220181441,62
3,-1.1819294360684915,1.5046916866799214,2,1.0381800974437252,72
2,-0.6274342939141305,0.5052206561577292,1,-0.08671711626990639,68
